Mod:Item:MetaData, Localized Name
gregtech:ore_iridium_0:9, Sand Iridium Ore
gregtech:ore_iridium_0:10, Granite Iridium Ore
gregtech:ore_iridium_0:11, Granite Iridium Ore
gregtech:ore_iridium_0:12, Marble Iridium Ore
gregtech:ore_iridium_0:13, Basalt Iridium Ore
gregtech:ore_grossular_0:0, Grossular Ore
gregtech:ore_grossular_0:1, Grossular Ore
gregtech:ore_grossular_0:2, Grossular Ore
gregtech:ore_grossular_0:3, Grossular Ore
gregtech:ore_grossular_0:4, Gravel Grossular Ore
gregtech:ore_grossular_0:5, Grossular Ore
gregtech:ore_grossular_0:6, Nether Grossular Ore
gregtech:ore_grossular_0:7, End Grossular Ore
gregtech:ore_grossular_0:8, Sand Grossular Ore
gregtech:ore_grossular_0:9, Sand Grossular Ore
gregtech:ore_grossular_0:10, Granite Grossular Ore
gregtech:ore_grossular_0:11, Granite Grossular Ore
gregtech:ore_grossular_0:12, Marble Grossular Ore
gregtech:ore_grossular_0:13, Basalt Grossular Ore
gregtech:ore_niobium_0:0, Niobium Ore
gregtech:ore_niobium_0:1, Niobium Ore
gregtech:ore_niobium_0:2, Niobium Ore
gregtech:ore_niobium_0:3, Niobium Ore
gregtech:ore_niobium_0:4, Gravel Niobium Ore
gregtech:ore_niobium_0:5, Niobium Ore
gregtech:ore_niobium_0:6, Nether Niobium Ore
gregtech:ore_niobium_0:7, End Niobium Ore
gregtech:ore_niobium_0:8, Sand Niobium Ore
gregtech:ore_niobium_0:9, Sand Niobium Ore
gregtech:ore_niobium_0:10, Granite Niobium Ore
gregtech:ore_niobium_0:11, Granite Niobium Ore
gregtech:ore_niobium_0:12, Marble Niobium Ore
gregtech:ore_niobium_0:13, Basalt Niobium Ore
gregtech:ore_pyrolusite_0:0, Pyrolusite Ore
gregtech:ore_pyrolusite_0:1, Pyrolusite Ore
gregtech:ore_pyrolusite_0:2, Pyrolusite Ore
gregtech:ore_pyrolusite_0:3, Pyrolusite Ore
gregtech:ore_pyrolusite_0:4, Gravel Pyrolusite Ore
gregtech:ore_pyrolusite_0:5, Pyrolusite Ore
gregtech:ore_pyrolusite_0:6, Nether Pyrolusite Ore
gregtech:ore_pyrolusite_0:7, End Pyrolusite Ore
gregtech:ore_pyrolusite_0:8, Sand Pyrolusite Ore
gregtech:ore_pyrolusite_0:9, Sand Pyrolusite Ore
gregtech:ore_pyrolusite_0:10, Granite Pyrolusite Ore
gregtech:ore_pyrolusite_0:11, Granite Pyrolusite Ore
gregtech:ore_pyrolusite_0:12, Marble Pyrolusite Ore
gregtech:ore_pyrolusite_0:13, Basalt Pyrolusite Ore
gregtech:ore_olivine_0:0, Olivine Ore
gregtech:ore_olivine_0:1, Olivine Ore
gregtech:ore_olivine_0:2, Olivine Ore
gregtech:ore_olivine_0:3, Olivine Ore
gregtech:ore_olivine_0:4, Gravel Olivine Ore
gregtech:ore_olivine_0:5, Olivine Ore
gregtech:ore_olivine_0:6, Nether Olivine Ore
gregtech:ore_olivine_0:7, End Olivine Ore
gregtech:ore_olivine_0:8, Sand Olivine Ore
gregtech:ore_olivine_0:9, Sand Olivine Ore
gregtech:ore_olivine_0:10, Granite Olivine Ore
gregtech:ore_olivine_0:11, Granite Olivine Ore
gregtech:ore_olivine_0:12, Marble Olivine Ore
gregtech:ore_olivine_0:13, Basalt Olivine Ore
gregtech:ore_diamond_0:0, Diamond Ore
gregtech:ore_diamond_0:1, Diamond Ore
gregtech:ore_diamond_0:2, Diamond Ore
gregtech:ore_diamond_0:3, Diamond Ore
gregtech:ore_diamond_0:4, Gravel Diamond Ore
gregtech:ore_diamond_0:5, Diamond Ore
gregtech:ore_diamond_0:6, Nether Diamond Ore
gregtech:ore_diamond_0:7, End Diamond Ore
gregtech:ore_diamond_0:8, Sand Diamond Ore
gregtech:ore_diamond_0:9, Sand Diamond Ore
gregtech:ore_diamond_0:10, Granite Diamond Ore
gregtech:ore_diamond_0:11, Granite Diamond Ore
gregtech:ore_diamond_0:12, Marble Diamond Ore
gregtech:ore_diamond_0:13, Basalt Diamond Ore
gregtech:ore_graphite_0:0, Graphite Ore
gregtech:ore_graphite_0:1, Graphite Ore
gregtech:ore_graphite_0:2, Graphite Ore
gregtech:ore_graphite_0:3, Graphite Ore
gregtech:ore_graphite_0:4, Gravel Graphite Ore
gregtech:ore_graphite_0:5, Graphite Ore
gregtech:ore_graphite_0:6, Nether Graphite Ore
gregtech:ore_graphite_0:7, End Graphite Ore
gregtech:ore_graphite_0:8, Sand Graphite Ore
gregtech:ore_graphite_0:9, Sand Graphite Ore
gregtech:ore_graphite_0:10, Granite Graphite Ore
gregtech:ore_graphite_0:11, Granite Graphite Ore
gregtech:ore_graphite_0:12, Marble Graphite Ore
gregtech:ore_graphite_0:13, Basalt Graphite Ore
gregtech:ore_sulfur_0:0, Sulfur Ore
gregtech:ore_sulfur_0:1, Sulfur Ore
gregtech:ore_sulfur_0:2, Sulfur Ore
gregtech:ore_sulfur_0:3, Sulfur Ore
gregtech:ore_sulfur_0:4, Gravel Sulfur Ore
gregtech:ore_sulfur_0:5, Sulfur Ore
gregtech:ore_sulfur_0:6, Nether Sulfur Ore
gregtech:ore_sulfur_0:7, End Sulfur Ore
gregtech:ore_sulfur_0:8, Sand Sulfur Ore
gregtech:ore_sulfur_0:9, Sand Sulfur Ore
gregtech:ore_sulfur_0:10, Granite Sulfur Ore
gregtech:ore_sulfur_0:11, Granite Sulfur Ore
gregtech:ore_sulfur_0:12, Marble Sulfur Ore
gregtech:ore_sulfur_0:13, Basalt Sulfur Ore
gregtech:ore_scheelite_0:0, Scheelite Ore
gregtech:ore_scheelite_0:1, Scheelite Ore
gregtech:ore_scheelite_0:2, Scheelite Ore
gregtech:ore_scheelite_0:3, Scheelite Ore
gregtech:ore_scheelite_0:4, Gravel Scheelite Ore
gregtech:ore_scheelite_0:5, Scheelite Ore
gregtech:ore_scheelite_0:6, Nether Scheelite Ore
gregtech:ore_scheelite_0:7, End Scheelite Ore
gregtech:ore_scheelite_0:8, Sand Scheelite Ore
gregtech:ore_scheelite_0:9, Sand Scheelite Ore
gregtech:ore_scheelite_0:10, Granite Scheelite Ore
gregtech:ore_scheelite_0:11, Granite Scheelite Ore
gregtech:ore_scheelite_0:12, Marble Scheelite Ore
gregtech:ore_scheelite_0:13, Basalt Scheelite Ore
gregtech:ore_molybdenum_0:0, Molybdenum Ore
gregtech:ore_molybdenum_0:1, Molybdenum Ore
gregtech:ore_molybdenum_0:2, Molybdenum Ore
gregtech:ore_molybdenum_0:3, Molybdenum Ore
gregtech:ore_molybdenum_0:4, Gravel Molybdenum Ore
gregtech:ore_molybdenum_0:5, Molybdenum Ore
gregtech:ore_molybdenum_0:6, Nether Molybdenum Ore
gregtech:ore_molybdenum_0:7, End Molybdenum Ore
gregtech:ore_molybdenum_0:8, Sand Molybdenum Ore
gregtech:ore_molybdenum_0:9, Sand Molybdenum Ore
gregtech:ore_molybdenum_0:10, Granite Molybdenum Ore
gregtech:ore_molybdenum_0:11, Granite Molybdenum Ore
gregtech:ore_molybdenum_0:12, Marble Molybdenum Ore
gregtech:ore_molybdenum_0:13, Basalt Molybdenum Ore
gregtech:ore_amethyst_0:0, Amethyst Ore
gregtech:ore_amethyst_0:1, Amethyst Ore
gregtech:ore_amethyst_0:2, Amethyst Ore
gregtech:ore_amethyst_0:3, Amethyst Ore
gregtech:ore_amethyst_0:4, Gravel Amethyst Ore
gregtech:ore_amethyst_0:5, Amethyst Ore
gregtech:ore_amethyst_0:6, Nether Amethyst Ore
gregtech:ore_amethyst_0:7, End Amethyst Ore
gregtech:ore_amethyst_0:8, Sand Amethyst Ore
gregtech:ore_amethyst_0:9, Sand Amethyst Ore
gregtech:ore_amethyst_0:10, Granite Amethyst Ore
gregtech:ore_amethyst_0:11, Granite Amethyst Ore
gregtech:ore_amethyst_0:12, Marble Amethyst Ore
gregtech:ore_amethyst_0:13, Basalt Amethyst Ore
gregtech:ore_bauxite_0:0, Bauxite Ore
gregtech:ore_bauxite_0:1, Bauxite Ore
gregtech:ore_bauxite_0:2, Bauxite Ore
gregtech:ore_bauxite_0:3, Bauxite Ore
gregtech:ore_bauxite_0:4, Gravel Bauxite Ore
gregtech:ore_bauxite_0:5, Bauxite Ore
gregtech:ore_bauxite_0:6, Nether Bauxite Ore
gregtech:ore_bauxite_0:7, End Bauxite Ore
gregtech:ore_bauxite_0:8, Sand Bauxite Ore
gregtech:ore_bauxite_0:9, Sand Bauxite Ore
gregtech:ore_bauxite_0:10, Granite Bauxite Ore
gregtech:ore_bauxite_0:11, Granite Bauxite Ore
gregtech:ore_bauxite_0:12, Marble Bauxite Ore
gregtech:ore_bauxite_0:13, Basalt Bauxite Ore
gregtech:ore_nether_quartz_0:0, Nether Quartz Ore
gregtech:ore_nether_quartz_0:1, Nether Quartz Ore
gregtech:ore_nether_quartz_0:2, Nether Quartz Ore
gregtech:ore_nether_quartz_0:3, Nether Quartz Ore
gregtech:ore_nether_quartz_0:4, Gravel Nether Quartz Ore
gregtech:ore_nether_quartz_0:5, Nether Quartz Ore
gregtech:ore_nether_quartz_0:6, Nether Nether Quartz Ore
gregtech:ore_nether_quartz_0:7, End Nether Quartz Ore
gregtech:ore_nether_quartz_0:8, Sand Nether Quartz Ore
gregtech:ore_nether_quartz_0:9, Sand Nether Quartz Ore
gregtech:ore_nether_quartz_0:10, Granite Nether Quartz Ore
gregtech:ore_nether_quartz_0:11, Granite Nether Quartz Ore
gregtech:ore_nether_quartz_0:12, Marble Nether Quartz Ore
gregtech:ore_nether_quartz_0:13, Basalt Nether Quartz Ore
gregtech:ore_ilmenite_0:0, Ilmenite Ore
gregtech:ore_ilmenite_0:1, Ilmenite Ore
gregtech:ore_ilmenite_0:2, Ilmenite Ore
gregtech:ore_ilmenite_0:3, Ilmenite Ore
gregtech:ore_ilmenite_0:4, Gravel Ilmenite Ore
gregtech:ore_ilmenite_0:5, Ilmenite Ore
gregtech:ore_ilmenite_0:6, Nether Ilmenite Ore
gregtech:ore_ilmenite_0:7, End Ilmenite Ore
gregtech:ore_ilmenite_0:8, Sand Ilmenite Ore
gregtech:ore_ilmenite_0:9, Sand Ilmenite Ore
gregtech:ore_ilmenite_0:10, Granite Ilmenite Ore
gregtech:ore_ilmenite_0:11, Granite Ilmenite Ore
gregtech:ore_ilmenite_0:12, Marble Ilmenite Ore
gregtech:ore_ilmenite_0:13, Basalt Ilmenite Ore
gregtech:ore_banded_iron_0:0, Banded Iron Ore
gregtech:ore_banded_iron_0:1, Banded Iron Ore
gregtech:ore_banded_iron_0:2, Banded Iron Ore
gregtech:ore_banded_iron_0:3, Banded Iron Ore
gregtech:ore_banded_iron_0:4, Gravel Banded Iron Ore
gregtech:ore_banded_iron_0:5, Banded Iron Ore
gregtech:ore_banded_iron_0:6, Nether Banded Iron Ore
gregtech:ore_banded_iron_0:7, End Banded Iron Ore
gregtech:ore_banded_iron_0:8, Sand Banded Iron Ore
gregtech:ore_banded_iron_0:9, Sand Banded Iron Ore
gregtech:ore_banded_iron_0:10, Granite Banded Iron Ore
gregtech:ore_banded_iron_0:11, Granite Banded Iron Ore
gregtech:ore_banded_iron_0:12, Marble Banded Iron Ore
gregtech:ore_banded_iron_0:13, Basalt Banded Iron Ore
gregtech:ore_uranium_0:0, Uranium 238 Ore
gregtech:ore_uranium_0:1, Uranium 238 Ore
gregtech:ore_uranium_0:2, Uranium 238 Ore
gregtech:ore_uranium_0:3, Uranium 238 Ore
gregtech:ore_uranium_0:4, Gravel Uranium 238 Ore
gregtech:ore_uranium_0:5, Uranium 238 Ore
gregtech:ore_uranium_0:6, Nether Uranium 238 Ore
gregtech:ore_uranium_0:7, End Uranium 238 Ore
gregtech:ore_uranium_0:8, Sand Uranium 238 Ore
gregtech:ore_uranium_0:9, Sand Uranium 238 Ore
gregtech:ore_uranium_0:10, Granite Uranium 238 Ore
gregtech:ore_uranium_0:11, Granite Uranium 238 Ore
gregtech:ore_uranium_0:12, Marble Uranium 238 Ore
gregtech:ore_uranium_0:13, Basalt Uranium 238 Ore
gregtech:ore_yellow_limonite_0:0, Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:1, Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:2, Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:3, Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:4, Gravel Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:5, Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:6, Nether Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:7, End Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:8, Sand Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:9, Sand Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:10, Granite Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:11, Granite Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:12, Marble Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:13, Basalt Yellow Limonite Ore
gregtech:ore_soapstone_0:0, Soapstone Ore
gregtech:ore_soapstone_0:1, Soapstone Ore
gregtech:ore_soapstone_0:2, Soapstone Ore
gregtech:ore_soapstone_0:3, Soapstone Ore
gregtech:ore_soapstone_0:4, Gravel Soapstone Ore
gregtech:ore_soapstone_0:5, Soapstone Ore
gregtech:ore_soapstone_0:6, Nether Soapstone Ore
gregtech:ore_soapstone_0:7, End Soapstone Ore
gregtech:ore_soapstone_0:8, Sand Soapstone Ore
gregtech:ore_soapstone_0:9, Sand Soapstone Ore
gregtech:ore_soapstone_0:10, Granite Soapstone Ore
gregtech:ore_soapstone_0:11, Granite Soapstone Ore
gregtech:ore_soapstone_0:12, Marble Soapstone Ore
gregtech:ore_soapstone_0:13, Basalt Soapstone Ore
gregtech:ore_malachite_0:0, Malachite Ore
gregtech:ore_malachite_0:1, Malachite Ore
gregtech:ore_malachite_0:2, Malachite Ore
gregtech:ore_malachite_0:3, Malachite Ore
gregtech:ore_malachite_0:4, Gravel Malachite Ore
gregtech:ore_malachite_0:5, Malachite Ore
gregtech:ore_malachite_0:6, Nether Malachite Ore
gregtech:ore_malachite_0:7, End Malachite Ore
gregtech:ore_malachite_0:8, Sand Malachite Ore
gregtech:ore_malachite_0:9, Sand Malachite Ore
gregtech:ore_malachite_0:10, Granite Malachite Ore
gregtech:ore_malachite_0:11, Granite Malachite Ore
gregtech:ore_malachite_0:12, Marble Malachite Ore
gregtech:ore_malachite_0:13, Basalt Malachite Ore
gregtech:ore_blue_topaz_0:0, Blue Topaz Ore
gregtech:ore_blue_topaz_0:1, Blue Topaz Ore
gregtech:ore_blue_topaz_0:2, Blue Topaz Ore
gregtech:ore_blue_topaz_0:3, Blue Topaz Ore
gregtech:ore_blue_topaz_0:4, Gravel Blue Topaz Ore
gregtech:ore_blue_topaz_0:5, Blue Topaz Ore
gregtech:ore_blue_topaz_0:6, Nether Blue Topaz Ore
gregtech:ore_blue_topaz_0:7, End Blue Topaz Ore
gregtech:ore_blue_topaz_0:8, Sand Blue Topaz Ore
gregtech:ore_blue_topaz_0:9, Sand Blue Topaz Ore
gregtech:ore_blue_topaz_0:10, Granite Blue Topaz Ore
gregtech:ore_blue_topaz_0:11, Granite Blue Topaz Ore
gregtech:ore_blue_topaz_0:12, Marble Blue Topaz Ore
gregtech:ore_blue_topaz_0:13, Basalt Blue Topaz Ore
gregtech:ore_gold_0:0, Gold Ore
gregtech:ore_gold_0:1, Gold Ore
gregtech:ore_gold_0:2, Gold Ore
gregtech:ore_gold_0:3, Gold Ore
gregtech:ore_gold_0:4, Gravel Gold Ore
gregtech:ore_gold_0:5, Gold Ore
gregtech:ore_gold_0:6, Nether Gold Ore
gregtech:ore_gold_0:7, End Gold Ore
gregtech:ore_gold_0:8, Sand Gold Ore
gregtech:ore_gold_0:9, Sand Gold Ore
gregtech:ore_gold_0:10, Granite Gold Ore
gregtech:ore_gold_0:11, Granite Gold Ore
gregtech:ore_gold_0:12, Marble Gold Ore
gregtech:ore_gold_0:13, Basalt Gold Ore
gregtech:ore_tin_0:0, Tin Ore
gregtech:ore_tin_0:1, Tin Ore
gregtech:ore_tin_0:2, Tin Ore
gregtech:ore_tin_0:3, Tin Ore
gregtech:ore_tin_0:4, Gravel Tin Ore
gregtech:ore_tin_0:5, Tin Ore
gregtech:ore_tin_0:6, Nether Tin Ore
gregtech:ore_tin_0:7, End Tin Ore
gregtech:ore_tin_0:8, Sand Tin Ore
gregtech:ore_tin_0:9, Sand Tin Ore
gregtech:ore_tin_0:10, Granite Tin Ore
gregtech:ore_tin_0:11, Granite Tin Ore
gregtech:ore_tin_0:12, Marble Tin Ore
gregtech:ore_tin_0:13, Basalt Tin Ore
gregtech:ore_lapis_0:0, Lapis Ore
gregtech:ore_lapis_0:1, Lapis Ore
gregtech:ore_lapis_0:2, Lapis Ore
gregtech:ore_lapis_0:3, Lapis Ore
gregtech:ore_lapis_0:4, Gravel Lapis Ore
gregtech:ore_lapis_0:5, Lapis Ore
gregtech:ore_lapis_0:6, Nether Lapis Ore
gregtech:ore_lapis_0:7, End Lapis Ore
gregtech:ore_lapis_0:8, Sand Lapis Ore
gregtech:ore_lapis_0:9, Sand Lapis Ore
gregtech:ore_lapis_0:10, Granite Lapis Ore
gregtech:ore_lapis_0:11, Granite Lapis Ore
gregtech:ore_lapis_0:12, Marble Lapis Ore
gregtech:ore_lapis_0:13, Basalt Lapis Ore
gregtech:ore_sphalerite_0:0, Sphalerite Ore
gregtech:ore_sphalerite_0:1, Sphalerite Ore
gregtech:ore_sphalerite_0:2, Sphalerite Ore
gregtech:ore_sphalerite_0:3, Sphalerite Ore
gregtech:ore_sphalerite_0:4, Gravel Sphalerite Ore
gregtech:ore_sphalerite_0:5, Sphalerite Ore
gregtech:ore_sphalerite_0:6, Nether Sphalerite Ore
gregtech:ore_sphalerite_0:7, End Sphalerite Ore
gregtech:ore_sphalerite_0:8, Sand Sphalerite Ore
gregtech:ore_sphalerite_0:9, Sand Sphalerite Ore
gregtech:ore_sphalerite_0:10, Granite Sphalerite Ore
gregtech:ore_sphalerite_0:11, Granite Sphalerite Ore
gregtech:ore_sphalerite_0:12, Marble Sphalerite Ore
gregtech:ore_sphalerite_0:13, Basalt Sphalerite Ore
gregtech:ore_lithium_0:0, Lithium Ore
gregtech:ore_lithium_0:1, Lithium Ore
gregtech:ore_lithium_0:2, Lithium Ore
gregtech:ore_lithium_0:3, Lithium Ore
gregtech:ore_lithium_0:4, Gravel Lithium Ore
gregtech:ore_lithium_0:5, Lithium Ore
gregtech:ore_lithium_0:6, Nether Lithium Ore
gregtech:ore_lithium_0:7, End Lithium Ore
gregtech:ore_lithium_0:8, Sand Lithium Ore
gregtech:ore_lithium_0:9, Sand Lithium Ore
gregtech:ore_lithium_0:10, Granite Lithium Ore
gregtech:ore_lithium_0:11, Granite Lithium Ore
gregtech:ore_lithium_0:12, Marble Lithium Ore
gregtech:ore_lithium_0:13, Basalt Lithium Ore
gregtech:ore_powellite_0:0, Powellite Ore
gregtech:ore_powellite_0:1, Powellite Ore
gregtech:ore_powellite_0:2, Powellite Ore
gregtech:ore_powellite_0:3, Powellite Ore
gregtech:ore_powellite_0:4, Gravel Powellite Ore
gregtech:ore_powellite_0:5, Powellite Ore
gregtech:ore_powellite_0:6, Nether Powellite Ore
gregtech:ore_powellite_0:7, End Powellite Ore
gregtech:ore_powellite_0:8, Sand Powellite Ore
gregtech:ore_powellite_0:9, Sand Powellite Ore
gregtech:ore_powellite_0:10, Granite Powellite Ore
gregtech:ore_powellite_0:11, Granite Powellite Ore
gregtech:ore_powellite_0:12, Marble Powellite Ore
gregtech:ore_powellite_0:13, Basalt Powellite Ore
gregtech:ore_cassiterite_sand_0:0, Cassiterite Sand Ore
gregtech:ore_cassiterite_sand_0:1, Cassiterite Sand Ore
gregtech:ore_cassiterite_sand_0:2, Cassiterite Sand Ore
gregtech:ore_cassiterite_sand_0:3, Cassiterite Sand Ore
gregtech:ore_cassiterite_sand_0:4, Gravel Cassiterite Sand Ore
gregtech:ore_cassiterite_sand_0:5, Cassiterite Sand Ore
gregtech:ore_cassiterite_sand_0:6, Nether Cassiterite Sand Ore
gregtech:ore_cassiterite_sand_0:7, End Cassiterite Sand Ore
gregtech:ore_cassiterite_sand_0:8, Sand Cassiterite Sand Ore
gregtech:ore_cassiterite_sand_0:9, Sand Cassiterite Sand Ore
gregtech:ore_cassiterite_sand_0:10, Granite Cassiterite Sand Ore
gregtech:ore_cassiterite_sand_0:11, Granite Cassiterite Sand Ore
gregtech:ore_cassiterite_sand_0:12, Marble Cassiterite Sand Ore
gregtech:ore_cassiterite_sand_0:13, Basalt Cassiterite Sand Ore
gregtech:ore_neodymium_0:0, Neodymium Ore
gregtech:ore_neodymium_0:1, Neodymium Ore
gregtech:ore_neodymium_0:2, Neodymium Ore
gregtech:ore_neodymium_0:3, Neodymium Ore
gregtech:ore_neodymium_0:4, Gravel Neodymium Ore
gregtech:ore_neodymium_0:5, Neodymium Ore
gregtech:ore_neodymium_0:6, Nether Neodymium Ore
gregtech:ore_neodymium_0:7, End Neodymium Ore
gregtech:ore_neodymium_0:8, Sand Neodymium Ore
gregtech:ore_neodymium_0:9, Sand Neodymium Ore
gregtech:ore_neodymium_0:10, Granite Neodymium Ore
gregtech:ore_neodymium_0:11, Granite Neodymium Ore
gregtech:ore_neodymium_0:12, Marble Neodymium Ore
gregtech:ore_neodymium_0:13, Basalt Neodymium Ore
gregtech:ore_naquadah_enriched_0:0, Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:1, Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:2, Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:3, Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:4, Gravel Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:5, Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:6, Nether Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:7, End Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:8, Sand Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:9, Sand Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:10, Granite Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:11, Granite Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:12, Marble Enriched Naquadah Ore
gregtech:ore_naquadah_enriched_0:13, Basalt Enriched Naquadah Ore
gregtech:ore_magnetite_0:0, Magnetite Ore
gregtech:ore_magnetite_0:1, Magnetite Ore
gregtech:ore_magnetite_0:2, Magnetite Ore
gregtech:ore_magnetite_0:3, Magnetite Ore
gregtech:ore_magnetite_0:4, Gravel Magnetite Ore
gregtech:ore_magnetite_0:5, Magnetite Ore
gregtech:ore_magnetite_0:6, Nether Magnetite Ore
gregtech:ore_magnetite_0:7, End Magnetite Ore
gregtech:ore_magnetite_0:8, Sand Magnetite Ore
gregtech:ore_magnetite_0:9, Sand Magnetite Ore
gregtech:ore_magnetite_0:10, Granite Magnetite Ore
gregtech:ore_magnetite_0:11, Granite Magnetite Ore
gregtech:ore_magnetite_0:12, Marble Magnetite Ore
gregtech:ore_magnetite_0:13, Basalt Magnetite Ore
gregtech:ore_spessartine_0:0, Spessartine Ore
gregtech:ore_spessartine_0:1, Spessartine Ore
gregtech:ore_spessartine_0:2, Spessartine Ore
gregtech:ore_spessartine_0:3, Spessartine Ore
gregtech:ore_spessartine_0:4, Gravel Spessartine Ore
gregtech:ore_spessartine_0:5, Spessartine Ore
gregtech:ore_spessartine_0:6, Nether Spessartine Ore
gregtech:ore_spessartine_0:7, End Spessartine Ore
gregtech:ore_spessartine_0:8, Sand Spessartine Ore
gregtech:ore_spessartine_0:9, Sand Spessartine Ore
gregtech:ore_spessartine_0:10, Granite Spessartine Ore
gregtech:ore_spessartine_0:11, Granite Spessartine Ore
gregtech:ore_spessartine_0:12, Marble Spessartine Ore
gregtech:ore_spessartine_0:13, Basalt Spessartine Ore
gregtech:ore_wulfenite_0:0, Wulfenite Ore
gregtech:ore_wulfenite_0:1, Wulfenite Ore
gregtech:ore_wulfenite_0:2, Wulfenite Ore
gregtech:ore_wulfenite_0:3, Wulfenite Ore
gregtech:ore_wulfenite_0:4, Gravel Wulfenite Ore
gregtech:ore_wulfenite_0:5, Wulfenite Ore
gregtech:ore_wulfenite_0:6, Nether Wulfenite Ore
gregtech:ore_wulfenite_0:7, End Wulfenite Ore
gregtech:ore_wulfenite_0:8, Sand Wulfenite Ore
gregtech:ore_wulfenite_0:9, Sand Wulfenite Ore
gregtech:ore_wulfenite_0:10, Granite Wulfenite Ore
gregtech:ore_wulfenite_0:11, Granite Wulfenite Ore
gregtech:ore_wulfenite_0:12, Marble Wulfenite Ore
gregtech:ore_wulfenite_0:13, Basalt Wulfenite Ore
gregtech:ore_phosphor_0:0, Phosphor Ore
gregtech:ore_phosphor_0:1, Phosphor Ore
gregtech:ore_phosphor_0:2, Phosphor Ore
gregtech:ore_phosphor_0:3, Phosphor Ore
gregtech:ore_phosphor_0:4, Gravel Phosphor Ore
gregtech:ore_phosphor_0:5, Phosphor Ore
gregtech:ore_phosphor_0:6, Nether Phosphor Ore
gregtech:ore_phosphor_0:7, End Phosphor Ore
gregtech:ore_phosphor_0:8, Sand Phosphor Ore
gregtech:ore_phosphor_0:9, Sand Phosphor Ore
gregtech:ore_phosphor_0:10, Granite Phosphor Ore
gregtech:ore_phosphor_0:11, Granite Phosphor Ore
gregtech:ore_phosphor_0:12, Marble Phosphor Ore
gregtech:ore_phosphor_0:13, Basalt Phosphor Ore
gregtech:ore_cinnabar_0:0, Cinnabar Ore
gregtech:ore_cinnabar_0:1, Cinnabar Ore
gregtech:ore_cinnabar_0:2, Cinnabar Ore
gregtech:ore_cinnabar_0:3, Cinnabar Ore
gregtech:ore_cinnabar_0:4, Gravel Cinnabar Ore
gregtech:ore_cinnabar_0:5, Cinnabar Ore
gregtech:ore_cinnabar_0:6, Nether Cinnabar Ore
gregtech:ore_cinnabar_0:7, End Cinnabar Ore
gregtech:ore_cinnabar_0:8, Sand Cinnabar Ore
gregtech:ore_cinnabar_0:9, Sand Cinnabar Ore
gregtech:ore_cinnabar_0:10, Granite Cinnabar Ore
gregtech:ore_cinnabar_0:11, Granite Cinnabar Ore
gregtech:ore_cinnabar_0:12, Marble Cinnabar Ore
gregtech:ore_cinnabar_0:13, Basalt Cinnabar Ore
gregtech:ore_lepidolite_0:0, Lepidolite Ore
gregtech:ore_lepidolite_0:1, Lepidolite Ore
gregtech:ore_lepidolite_0:2, Lepidolite Ore
gregtech:ore_lepidolite_0:3, Lepidolite Ore
gregtech:ore_lepidolite_0:4, Gravel Lepidolite Ore
gregtech:ore_lepidolite_0:5, Lepidolite Ore
gregtech:ore_lepidolite_0:6, Nether Lepidolite Ore
